           time            age           mass      core_mass        He_core        CO_core          log_L       log_Teff     log_radius     phase         e
   1.149665E+04   1.149665E+04   9.993224E-01   1.347196E-01   1.347196E-01   0.000000E+00   3.978938E-01   3.693704E+00   3.345052E-01         3         0
   1.150616E+04   1.150616E+04   9.993202E-01   1.357776E-01   1.357776E-01   0.000000E+00   4.045842E-01   3.693046E+00   3.391853E-01         3         0
   1.151567E+04   1.151567E+04   9.993179E-01   1.368334E-01   1.368334E-01   0.000000E+00   4.121328E-01   3.692487E+00   3.441167E-01         3         0
   1.152519E+04   1.152519E+04   9.993157E-01   1.378892E-01   1.378892E-01   0.000000E+00   4.196815E-01   3.691929E+00   3.490482E-01         3         0
   1.153470E+04   1.153470E+04   9.993134E-01   1.389450E-01   1.389450E-01   0.000000E+00   4.272301E-01   3.691370E+00   3.539796E-01         3         0
   1.154421E+04   1.154421E+04   9.993111E-01   1.400008E-01   1.400008E-01   0.000000E+00   4.347788E-01   3.690811E+00   3.589111E-01         3         0
   1.155372E+04   1.155372E+04   9.993088E-01   1.410566E-01   1.410566E-01   0.000000E+00   4.423274E-01   3.690252E+00   3.638426E-01         3         0
   1.156323E+04   1.156323E+04   9.993065E-01   1.421125E-01   1.421125E-01   0.000000E+00   4.498761E-01   3.689693E+00   3.687740E-01         3         0
   1.157274E+04   1.157274E+04   9.993041E-01   1.431701E-01   1.431701E-01   0.000000E+00   4.576040E-01   3.689151E+00   3.737595E-01         3         0
   1.158225E+04   1.158225E+04   9.993013E-01   1.442463E-01   1.442463E-01   0.000000E+00   4.671094E-01   3.688767E+00   3.792802E-01         3         0
   1.159176E+04   1.159176E+04   9.992984E-01   1.453224E-01   1.453224E-01   0.000000E+00   4.766148E-01   3.688383E+00   3.848009E-01         3         0
   1.160127E+04   1.160127E+04   9.992956E-01   1.463985E-01   1.463985E-01   0.000000E+00   4.861201E-01   3.687999E+00   3.903216E-01         3         0
   1.161078E+04   1.161078E+04   9.992927E-01   1.474746E-01   1.474746E-01   0.000000E+00   4.956255E-01   3.687615E+00   3.958423E-01         3         0
   1.162029E+04   1.162029E+04   9.992899E-01   1.485508E-01   1.485508E-01   0.000000E+00   5.051309E-01   3.687231E+00   4.013630E-01         3         0
   1.162980E+04   1.162980E+04   9.992870E-01   1.496269E-01   1.496269E-01   0.000000E+00   5.146362E-01   3.686847E+00   4.068837E-01         3         0
   1.163931E+04   1.163931E+04   9.992837E-01   1.507215E-01   1.507215E-01   0.000000E+00   5.250040E-01   3.686513E+00   4.127350E-01         3         0
   1.164882E+04   1.164882E+04   9.992802E-01   1.518312E-01   1.518312E-01   0.000000E+00   5.360770E-01   3.686220E+00   4.188566E-01         3         0
   1.165833E+04   1.165833E+04   9.992766E-01   1.529408E-01   1.529408E-01   0.000000E+00   5.471500E-01   3.685928E+00   4.249782E-01         3         0
   1.166784E+04   1.166784E+04   9.992730E-01   1.540505E-01   1.540505E-01   0.000000E+00   5.582231E-01   3.685635E+00   4.310998E-01         3         0
   1.167735E+04   1.167735E+04   9.992694E-01   1.551602E-01   1.551602E-01   0.000000E+00   5.692961E-01   3.685343E+00   4.372214E-01         3         0
   1.168686E+04   1.168686E+04   9.992658E-01   1.562699E-01   1.562699E-01   0.000000E+00   5.803691E-01   3.685050E+00   4.433430E-01         3         0
   1.169637E+04   1.169637E+04   9.992615E-01   1.574331E-01   1.574331E-01   0.000000E+00   5.925896E-01   3.684772E+00   4.500092E-01         3         0
   1.170588E+04   1.170588E+04   9.992570E-01   1.586132E-01   1.586132E-01   0.000000E+00   6.051720E-01   3.684499E+00   4.568472E-01         3         0
   1.171539E+04   1.171539E+04   9.992524E-01   1.597932E-01   1.597932E-01   0.000000E+00   6.177544E-01   3.684225E+00   4.636852E-01         3         0
   1.172490E+04   1.172490E+04   9.992479E-01   1.609733E-01   1.609733E-01   0.000000E+00   6.303367E-01   3.683952E+00   4.705232E-01         3         0
   1.173441E+04   1.173441E+04   9.992434E-01   1.621534E-01   1.621534E-01   0.000000E+00   6.429191E-01   3.683679E+00   4.773611E-01         3         0
   1.174392E+04   1.174392E+04   9.992381E-01   1.633855E-01   1.633855E-01   0.000000E+00   6.564478E-01   3.683387E+00   4.847091E-01         3         0
   1.175343E+04   1.175343E+04   9.992324E-01   1.646544E-01   1.646544E-01   0.000000E+00   6.706452E-01   3.683082E+00   4.924173E-01         3         0
   1.176294E+04   1.176294E+04   9.992267E-01   1.659234E-01   1.659234E-01   0.000000E+00   6.848426E-01   3.682777E+00   5.001256E-01         3         0
   1.177245E+04   1.177245E+04   9.992210E-01   1.671923E-01   1.671923E-01   0.000000E+00   6.990401E-01   3.682472E+00   5.078339E-01         3         0
   1.178196E+04   1.178196E+04   9.992153E-01   1.684612E-01   1.684612E-01   0.000000E+00   7.132375E-01   3.682168E+00   5.155422E-01         3         0
   1.179148E+04   1.179148E+04   9.992081E-01   1.698592E-01   1.698592E-01   0.000000E+00   7.292516E-01   3.681800E+00   5.242844E-01         3         0
   1.180099E+04   1.180099E+04   9.992009E-01   1.712627E-01   1.712627E-01   0.000000E+00   7.453432E-01   3.681430E+00   5.330707E-01         3         0
   1.181050E+04   1.181050E+04   9.991937E-01   1.726662E-01   1.726662E-01   0.000000E+00   7.614348E-01   3.681060E+00   5.418569E-01         3         0
   1.182001E+04   1.182001E+04   9.991864E-01   1.740697E-01   1.740697E-01   0.000000E+00   7.775263E-01   3.680689E+00   5.506431E-01         3         0
   1.182952E+04   1.182952E+04   9.991775E-01   1.755900E-01   1.755900E-01   0.000000E+00   7.954702E-01   3.680227E+00   5.605390E-01         3         0
   1.183903E+04   1.183903E+04   9.991684E-01   1.771304E-01   1.771304E-01   0.000000E+00   8.137337E-01   3.679750E+00   5.706263E-01         3         0
   1.184854E+04   1.184854E+04   9.991592E-01   1.786708E-01   1.786708E-01   0.000000E+00   8.319972E-01   3.679272E+00   5.807137E-01         3         0
   1.185805E+04   1.185805E+04   9.991495E-01   1.802529E-01   1.802529E-01   0.000000E+00   8.508259E-01   3.678766E+00   5.911407E-01         3         0
   1.186756E+04   1.186756E+04   9.991379E-01   1.819823E-01   1.819823E-01   0.000000E+00   8.716471E-01   3.678158E+00   6.027654E-01         3         0
   1.187707E+04   1.187707E+04   9.991262E-01   1.837117E-01   1.837117E-01   0.000000E+00   8.924683E-01   3.677551E+00   6.143901E-01         3         0
   1.188658E+04   1.188658E+04   9.991145E-01   1.854465E-01   1.854465E-01   0.000000E+00   9.133672E-01   3.676940E+00   6.260626E-01         3         0
   1.189609E+04   1.189609E+04   9.990997E-01   1.873809E-01   1.873809E-01   0.000000E+00   9.371011E-01   3.676163E+00   6.394842E-01         3         0
   1.190560E+04   1.190560E+04   9.990849E-01   1.893154E-01   1.893154E-01   0.000000E+00   9.608350E-01   3.675385E+00   6.529057E-01         3         0
   1.191511E+04   1.191511E+04   9.990693E-01   1.913054E-01   1.913054E-01   0.000000E+00   9.852932E-01   3.674563E+00   6.667787E-01         3         0
   1.192462E+04   1.192462E+04   9.990505E-01   1.934929E-01   1.934929E-01   0.000000E+00   1.012328E+00   3.673583E+00   6.822577E-01         3         0
   1.193413E+04   1.193413E+04   9.990317E-01   1.956803E-01   1.956803E-01   0.000000E+00   1.039363E+00   3.672602E+00   6.977368E-01         3         0
   1.194364E+04   1.194364E+04   9.990090E-01   1.980895E-01   1.980895E-01   0.000000E+00   1.069257E+00   3.671445E+00   7.149968E-01         3         0
   1.195315E+04   1.195315E+04   9.989849E-01   2.005718E-01   2.005718E-01   0.000000E+00   1.100094E+00   3.670231E+00   7.328436E-01         3         0
   1.196266E+04   1.196266E+04   9.989570E-01   2.032494E-01   2.032494E-01   0.000000E+00   1.133304E+00   3.668852E+00   7.521888E-01         3         0
   1.197217E+04   1.197217E+04   9.989264E-01   2.060643E-01   2.060643E-01   0.000000E+00   1.168181E+00   3.667356E+00   7.725866E-01         3         0
   1.198168E+04   1.198168E+04   9.988902E-01   2.091394E-01   2.091394E-01   0.000000E+00   1.205901E+00   3.665676E+00   7.947835E-01         3         0
   1.199119E+04   1.199119E+04   9.988513E-01   2.123411E-01   2.123411E-01   0.000000E+00   1.245004E+00   3.663906E+00   8.178557E-01         3         0
   1.200000E+04   1.200070E+04   9.988015E-01   2.159969E-01   2.159969E-01   0.000000E+00   1.288283E+00   3.661836E+00   8.436607E-01         3         0
